TransactionAmount,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,PreviousTransactionDate,Target
154.71,157.0,1.0,1523.7200000000003,2023-07-03 16:40:24,Debit,San Diego,Online,Orang Dewasa,Doctor,2024-11-04 08:09:42,2
1340.19,30.0,1.0,8654.28,2023-09-29 17:22:10,Credit,Austin,Online,Orang Tua,Engineer,2024-11-04 08:06:53,1
24.560000000000002,69.0,1.0,9869.93,2023-10-20 17:27:35,Debit,Mesa,Branch,Sudah Lansia,Doctor,2024-11-04 08:12:05,0
568.07,115.0,1.0,10556.81,2023-08-28 17:03:53,,Washington,ATM,Orang Tua,Doctor,2024-11-04 08:07:32,1
9.610000000000014,179.0,1.0,12883.91,2023-06-22 18:37:29,Credit,San Diego,Online,Orang Tua,Doctor,2024-11-04 08:09:10,2
392.96,100.0,1.0,791.6499999999996,2023-11-20 16:28:09,Debit,Kansas City,Online,Anak Muda,Student,2024-11-04 08:08:38,0
716.93,34.0,1.0,4064.02,2023-09-14 16:49:33,Credit,Milwaukee,Online,Sudah Lansia,Retired,2024-11-04 08:08:12,1
223.85,55.0,4.0,2929.91,2023-10-02 16:36:10,Debit,Kansas City,ATM,Orang Tua,Engineer,2024-11-04 08:08:01,0
230.66,135.0,1.0,618.0500000000002,2023-03-27 18:16:04,Debit,Houston,Branch,Anak Muda,Student,2024-11-04 08:10:44,2
644.17,72.0,1.0,1143.5199999999995,2023-03-02 16:05:09,Debit,San Antonio,ATM,Orang Dewasa,Engineer,2024-11-04 08:08:04,1
508.68,127.0,1.0,7708.41,2023-06-26 16:16:50,Credit,Mesa,Branch,Orang Tua,Engineer,2024-11-04 08:09:32,1
858.63,185.0,1.0,1872.96,2023-04-18 17:27:23,Credit,San Francisco,Branch,Orang Dewasa,Student,2024-11-04 08:10:47,1
25.360000000000014,78.0,1.0,201.03999999999996,2023-07-17 17:08:24,Debit,Louisville,ATM,Orang Tua,Engineer,2024-11-04 08:11:05,0
147.62,133.0,1.0,2115.8,2023-09-01 17:26:02,Debit,Charlotte,Branch,Sudah Lansia,Retired,2024-11-04 08:07:22,2
115.01999999999998,175.0,1.0,7643.66,2023-09-11 16:19:04,Debit,San Antonio,Branch,Orang Dewasa,Doctor,2024-11-04 08:08:38,2
383.37,24.0,1.0,8901.93,2023-01-24 17:23:56,Debit,Fort Worth,Branch,Orang Dewasa,Engineer,2024-11-04 08:11:07,0
98.54000000000002,167.0,1.0,9383.43,2023-08-11 16:18:46,Credit,El Paso,Online,Anak Muda,Student,2024-11-04 08:10:02,2
83.23999999999998,164.0,1.0,1181.3100000000004,2023-10-16 18:35:11,,Fort Worth,Branch,Orang Tua,Doctor,2024-11-04 08:10:52,2
196.16,146.0,1.0,9418.86,2023-02-24 16:29:23,Debit,Virginia Beach,Branch,Orang Dewasa,Engineer,2024-11-04 08:08:32,2
129.94,235.0,1.0,7954.92,2023-01-02 16:36:02,Debit,Las Vegas,ATM,Orang Dewasa,Engineer,2024-11-04 08:06:35,2
306.9,51.0,1.0,9418.08,2023-11-30 16:31:03,Debit,Colorado Springs,Online,Orang Tua,Engineer,2024-11-04 08:10:48,0
114.98000000000002,80.0,1.0,6144.68,2023-11-01 16:52:01,Debit,Seattle,Online,Orang Tua,Retired,2024-11-04 08:09:24,0
756.59,17.0,1.0,420.64999999999964,2023-03-06 16:47:02,Debit,Sacramento,Branch,Orang Dewasa,Student,2024-11-04 08:11:40,1
503.76,35.0,1.0,447.8199999999997,2023-11-27 18:32:49,Debit,Los Angeles,Online,Anak Muda,Student,2024-11-04 08:09:22,0
143.03,147.0,1.0,7981.45,2023-07-31 16:37:46,Debit,San Antonio,ATM,Sudah Lansia,Retired,2024-11-04 08:10:42,2
1045.22,73.0,1.0,1829.9,2023-11-22 16:13:39,Debit,Columbus,ATM,Orang Tua,Retired,2024-11-04 08:07:35,1
245.54,180.0,1.0,985.0599999999995,2023-03-21 16:29:31,,New York,ATM,Orang Dewasa,Student,2024-11-04 08:10:26,2
254.37,174.0,1.0,8849.26,2023-04-20 18:26:50,Credit,Dallas,Online,Orang Tua,Engineer,2024-11-04 08:06:56,2
213.76,282.0,1.0,3528.72,2023-03-01 17:52:14,Credit,Dallas,ATM,Sudah Lansia,Retired,2024-11-04 08:09:36,2
327.86,104.0,1.0,480.15999999999985,2023-02-10 16:52:48,Debit,Fresno,Online,Orang Tua,Engineer,2024-11-04 08:06:30,0
2.5,107.0,1.0,12145.27,2023-07-21 16:43:11,Debit,San Diego,Online,Orang Tua,Doctor,2024-11-04 08:09:53,0
300.08,47.0,1.0,13546.75,2023-10-09 17:02:43,Credit,Austin,Online,Sudah Lansia,Doctor,2024-11-04 08:12:18,0
56.97999999999999,122.0,2.0,5688.37,2024-01-01 16:34:10,Credit,Oklahoma City,ATM,Orang Tua,Engineer,2024-11-04 08:07:42,0
407.65,62.0,1.0,8346.64,2023-07-07 16:11:38,Debit,Boston,Online,Orang Dewasa,Engineer,,0
115.82999999999998,167.0,1.0,6481.04,2023-05-22 17:09:52,Debit,Fresno,Branch,Orang Dewasa,Engineer,2024-11-04 08:10:02,2
53.56999999999999,121.0,1.0,1651.33,2023-08-16 16:17:12,Debit,Houston,ATM,Sudah Lansia,Retired,2024-11-04 08:08:43,0
63.34,165.0,1.0,11174.94,2023-11-17 16:02:02,Credit,Detroit,Online,Orang Tua,Doctor,2024-11-04 08:10:13,2
317.87,91.0,1.0,145.5,,Debit,Detroit,Online,Orang Dewasa,Student,2024-11-04 08:11:32,0
331.65,61.00000000000001,1.0,4172.57,2023-08-25 17:26:07,Debit,Portland,Online,Orang Tua,Engineer,2024-11-04 08:11:00,0
5.0400000000000205,41.0,1.0,5558.36,2023-11-27 16:38:34,Debit,Washington,ATM,Orang Tua,Retired,2024-11-04 08:10:48,0
214.54,247.0,1.0,11151.53,2023-08-04 17:46:44,Credit,Detroit,Online,Sudah Lansia,Doctor,2024-11-04 08:11:56,2
598.81,158.0,1.0,1415.52,2023-09-04 16:48:35,Debit,Philadelphia,Branch,Orang Tua,Doctor,2024-11-04 08:10:13,1
841.28,80.0,1.0,1103.6400000000003,2023-08-09 17:34:26,Debit,Tucson,Online,Orang Dewasa,Student,2024-11-04 08:09:58,1
38.14999999999998,108.0,1.0,303.6800000000003,2023-09-07 16:07:40,Debit,Mesa,Online,Orang Dewasa,Student,2024-11-04 08:07:42,0
1036.66,144.0,1.0,5541.57,2023-07-11 16:39:53,Debit,San Antonio,Branch,Orang Tua,Doctor,2024-11-04 08:09:24,1
124.72,105.0,1.0,6309.8,2023-07-03 17:14:07,Debit,Oklahoma City,Branch,Orang Dewasa,Engineer,2024-11-04 08:07:25,0
302.45,40.0,1.0,5133.61,2023-09-25 17:13:36,Credit,San Antonio,Branch,Sudah Lansia,Retired,2024-11-04 08:11:55,0
208.04,273.0,1.0,9344.98,2023-11-20 17:10:02,Debit,Louisville,Online,Orang Tua,Engineer,2024-11-04 08:08:45,2
5.769999999999982,254.0,1.0,1117.9699999999998,2023-11-17 17:27:07,Credit,Los Angeles,Branch,Anak Muda,Student,2024-11-04 08:10:53,2
381.33,75.0,1.0,11835.35,2023-08-21 16:46:05,Debit,Albuquerque,ATM,Orang Tua,Doctor,2024-11-04 08:09:32,0
16.160000000000025,124.0,1.0,14401.17,2023-10-16 16:59:36,Debit,Milwaukee,ATM,Orang Tua,Doctor,2024-11-04 08:11:59,0
486.08,68.0,1.0,1748.69,2023-06-20 17:21:50,Debit,Oklahoma City,Online,Anak Muda,Student,2024-11-04 08:07:03,0
336.39,18.0,1.0,1000.46,2023-01-16 16:53:38,Debit,San Antonio,Branch,Anak Muda,Student,2024-11-04 08:09:57,0
997.43,118.0,1.0,6810.05,2023-11-22 16:07:19,Debit,Seattle,Online,Sudah Lansia,Doctor,2024-11-04 08:08:25,1
234.57,120.0,1.0,263.97999999999956,2023-09-01 16:09:08,Debit,Chicago,Online,Anak Muda,Student,2024-11-04 08:08:47,0
6.0,246.0,1.0,5442.76,2023-10-23 18:38:15,Debit,Chicago,Online,Orang Dewasa,Doctor,2024-11-04 08:09:43,2
227.14,294.0,1.0,341.9399999999996,2023-07-03 17:42:08,Debit,Charlotte,ATM,Anak Muda,Student,2024-11-04 08:11:34,2
233.74,17.0,1.0,1066.5900000000001,2023-10-24 16:41:00,Credit,Oklahoma City,Online,Sudah Lansia,Retired,2024-11-04 08:11:17,0
45.849999999999994,92.0,1.0,1659.15,2023-02-16 17:57:10,Debit,Los Angeles,ATM,Anak Muda,Student,2024-11-04 08:07:24,0
973.39,296.0,1.0,2042.2200000000003,2023-08-30 17:23:20,Debit,Sacramento,Branch,Sudah Lansia,Retired,2024-11-04 08:11:44,1
415.5,141.0,1.0,10113.66,2023-07-28 16:29:23,Debit,Memphis,ATM,Sudah Lansia,Doctor,2024-11-04 08:10:23,2
265.76,92.0,1.0,4446.17,2023-02-06 17:48:55,Debit,Philadelphia,Online,Orang Tua,Retired,2024-11-04 08:12:18,0
332.93,293.0,1.0,2788.2,2023-11-20 16:29:48,Credit,Albuquerque,Branch,Orang Dewasa,Engineer,2024-11-04 08:08:14,2
267.9,160.0,1.0,596.1599999999999,2023-10-09 16:52:47,Debit,San Antonio,Online,Anak Muda,Student,2024-11-04 08:08:34,2
496.03,265.0,1.0,12904.66,2023-11-03 16:45:52,Debit,San Francisco,Branch,Sudah Lansia,Doctor,2024-11-04 08:09:41,2
376.26,245.0,1.0,9062.4,2023-02-15 16:41:11,Debit,Tucson,ATM,Orang Dewasa,Engineer,2024-11-04 08:09:58,2
83.01999999999998,171.0,1.0,9009.56,2023-09-04 17:59:51,Credit,Seattle,Online,Orang Dewasa,Engineer,2024-11-04 08:11:01,2
93.25999999999999,72.0,1.0,1152.1999999999998,2023-07-27 16:22:52,Credit,New York,Online,Anak Muda,Student,2024-11-04 08:12:04,0
803.37,129.0,1.0,12168.37,2023-04-17 16:08:34,Credit,Memphis,Branch,Sudah Lansia,Doctor,2024-11-04 08:08:40,1
35.75999999999999,122.0,1.0,611.8599999999997,2023-09-19 17:38:18,Debit,Charlotte,Branch,Anak Muda,Student,2024-11-04 08:11:40,0
28.529999999999973,99.0,1.0,8670.53,2023-05-31 16:37:39,Debit,Washington,Online,Sudah Lansia,Doctor,2024-11-04 08:06:30,0
139.53,177.0,1.0,10098.86,2023-10-09 17:20:09,Credit,Louisville,Online,Orang Tua,Doctor,2024-11-04 08:07:31,2
307.57,285.0,1.0,5307.74,2023-01-09 16:12:01,Debit,Detroit,Branch,Orang Dewasa,Doctor,2024-11-04 08:06:33,2
60.650000000000006,53.0,1.0,1047.2799999999997,2023-05-26 18:15:08,Credit,Tucson,Branch,Orang Tua,Retired,2024-11-04 08:09:22,0
74.86000000000001,125.0,1.0,6921.48,2023-08-14 17:43:17,Debit,Nashville,Branch,Sudah Lansia,Doctor,2024-11-04 08:07:39,0
231.91,165.0,1.0,112.76000000000022,2023-01-31 18:31:22,Debit,Memphis,ATM,Orang Dewasa,Engineer,2024-11-04 08:12:15,2
126.20999999999998,268.0,1.0,5669.66,2023-02-14 16:07:01,Debit,Baltimore,Branch,Sudah Lansia,Retired,2024-11-04 08:08:42,2
506.28,162.0,2.0,1309.9499999999998,2023-05-02 17:03:29,Credit,Chicago,Online,Orang Tua,Retired,2024-11-04 08:09:09,2
304.35,36.0,1.0,4057.1,2023-12-04 17:07:34,Debit,Houston,Branch,Orang Dewasa,Engineer,2024-11-04 08:08:45,0
281.85,109.0,1.0,1585.98,2023-05-16 17:26:37,Debit,Detroit,ATM,Anak Muda,Student,2024-11-04 08:07:38,0
777.88,17.0,1.0,6825.55,2023-03-20 16:58:12,Debit,Houston,Branch,Orang Dewasa,Engineer,2024-11-04 08:09:15,1
119.18,96.0,1.0,5516.5,2023-08-25 18:01:38,Debit,Los Angeles,Branch,Orang Tua,Retired,2024-11-04 08:07:34,0
177.19,43.000000000000014,1.0,5343.3,2023-05-15 17:25:28,Debit,Chicago,Online,Sudah Lansia,Retired,2024-11-04 08:06:30,0
260.88,36.0,1.0,903.0500000000002,2023-05-29 16:50:10,Debit,Denver,Branch,Anak Muda,Student,2024-11-04 08:06:52,0
169.47,19.0,1.0,1806.1599999999999,2023-03-22 16:10:14,Debit,Chicago,Online,Anak Muda,Student,2024-11-04 08:07:37,0
73.23000000000002,13.999999999999986,1.0,787.7399999999998,2023-05-19 16:52:53,Debit,Portland,Branch,Orang Dewasa,Student,2024-11-04 08:11:12,0
1362.5500000000002,106.0,1.0,2429.68,2023-02-10 18:07:07,Debit,El Paso,ATM,Orang Dewasa,Engineer,2024-11-04 08:11:05,1
792.57,164.0,1.0,770.3699999999999,2023-05-22 16:22:36,Debit,Baltimore,ATM,Anak Muda,Student,2024-11-04 08:10:39,1
237.06,46.0,1.0,1182.7699999999995,2023-12-18 16:47:17,Debit,Phoenix,Online,Sudah Lansia,Retired,2024-11-04 08:07:50,0
34.170000000000016,54.0,1.0,726.5500000000002,2023-11-21 16:57:43,Credit,Philadelphia,Online,Orang Tua,Engineer,2024-11-04 08:06:29,0
740.25,123.0,1.0,14464.3,2023-07-19 17:03:58,Debit,Philadelphia,Online,Orang Tua,Doctor,2024-11-04 08:08:27,1
453.54,82.0,1.0,12046.3,2023-04-19 16:36:03,Debit,Albuquerque,ATM,Orang Tua,Doctor,2024-11-04 08:12:06,0
300.47,100.0,1.0,7885.64,2023-11-13 16:11:52,Debit,Jacksonville,Branch,Sudah Lansia,Retired,2024-11-04 08:08:00,0
110.93,201.0,1.0,1952.35,2023-04-07 16:38:15,Credit,Virginia Beach,Branch,Anak Muda,Student,2024-11-04 08:10:53,2
201.69,299.0,1.0,7328.52,2023-01-03 16:46:36,Debit,Las Vegas,ATM,Orang Tua,Doctor,2024-11-04 08:10:16,2
399.21,109.0,1.0,3210.39,2023-01-30 16:15:49,Debit,Portland,ATM,Orang Tua,Engineer,2024-11-04 08:08:21,0
1041.88,57.0,1.0,5726.2,2023-09-06 16:44:02,Debit,Jacksonville,Online,Sudah Lansia,Retired,2024-11-04 08:06:44,1
630.36,52.0,1.0,1363.65,2023-03-02 16:11:53,Debit,Mesa,ATM,Sudah Lansia,Retired,2024-11-04 08:12:15,1
10.939999999999998,245.0,1.0,1241.9899999999998,2023-10-23 17:24:07,Credit,Philadelphia,ATM,Sudah Lansia,Engineer,2024-11-04 08:11:53,2
215.9,235.0,1.0,7873.28,2023-01-04 16:02:09,Debit,Los Angeles,ATM,Orang Dewasa,Doctor,2024-11-04 08:10:23,2
1422.5500000000002,165.0,1.0,5674.32,2023-07-10 17:49:18,Debit,Washington,Branch,Sudah Lansia,Retired,2024-11-04 08:06:50,1
226.37,141.0,1.0,9840.04,2023-09-18 17:07:08,,Louisville,Branch,Orang Tua,Doctor,2024-11-04 08:09:56,2
444.89,101.0,1.0,10328.23,2023-09-11 16:27:39,Credit,Las Vegas,Branch,Orang Tua,Doctor,2024-11-04 08:11:50,0
280.57,24.0,1.0,293.2399999999998,2023-01-27 17:35:05,Credit,Virginia Beach,Online,Orang Dewasa,Student,2024-11-04 08:10:24,0
488.54,132.0,1.0,7486.63,2023-07-03 17:47:49,Debit,Jacksonville,Branch,Orang Tua,Engineer,2024-11-04 08:07:26,1
3.3000000000000114,131.0,1.0,11385.37,2023-03-27 16:42:16,Credit,Los Angeles,Branch,Orang Tua,Doctor,2024-11-04 08:10:11,2
199.39,165.0,1.0,7264.79,2023-08-21 16:16:22,,Colorado Springs,Branch,Sudah Lansia,Retired,2024-11-04 08:09:06,2
20.360000000000014,75.0,1.0,2762.48,2023-07-24 17:02:18,Debit,Tucson,Branch,Sudah Lansia,Retired,2024-11-04 08:11:15,0
493.11,236.0,1.0,7432.99,2023-07-31 16:25:26,Debit,Colorado Springs,Branch,Orang Tua,Retired,2024-11-04 08:08:01,2
307.41,13.999999999999986,1.0,1057.0000000000005,2023-06-12 17:32:52,Debit,Los Angeles,ATM,Anak Muda,Student,2024-11-04 08:09:48,0
